IATA_CODE,ENG_AIRPORT_NAME,KOR_AIRPORT_NAME,ENG_CITY_NAME,KOR_CITY_NAME,KOR_COUNTRY_NAME,ENG_COUNTRY_NAME,VIEW_COUNT
BED,Laurence G. Hanscom Field,로렌스 지 핸스컴 필드,Bedford,베드퍼드,미국,United States,0
BEF,BlueField Airport,블루필즈 공항,Bluefields,블루필즈,니카라과,Nicaragua,0
BEG,Belgrade Nikola Tesla Airport,베오그라드 니콜라 테슬라 공항,Belgrade,베오그라드,세르비아,Serbia,0
BEJ,Kalimarau Airport,칼리마라우 공항,Tanjung Redeb,탄중 레데브,인도네시아,Indonesia,0
BEK,Bareilly Airport,바레일리 공항,Bareilly,바렐리,인도,India,0
BEL,Val de Cans International Airport,발 드 꺉 국제 공항,Belem,벨렘,브라질,Brazil,0
BEM,Beni Mellal Airport,베니 멜랄 공항,Beni Mellal,베니 멜랄,모로코,Morocco,0
BEN,Benina International Airport,베니나 국제 공항,Benghazi,벵가지,리비아,Libya,0
BEO,Lake Macquarie Airport,레이크 맥쿼리 공항,Newcastle,뉴캐슬,오스트레일리아,Australia,0
BEP,Bellary Airport,벨라리 공항,Bellary,벨라리,인도,India,0
BER,Berlin Brandenburg Airport,베를린 브란덴부르크 공항,Berlin,베를린,독일,Germany,0
BES,Brest Bretagne Airport,브레스트 브르타뉴 공항,Brest,브레스트,프랑스,France,0
BET,Bethel Airport,베델 공항,Bethel,베델,미국,United States,0
BEU,Bedourie Airport,베두리 공항,Bedourie,베두리,오스트레일리아,Australia,0
BEW,Beira Airport,베이라 공항,Beira,베이라,모잠비크,Mozambique,0
BEY,Beirut Rafic Hariri International Airport,베이루트 라픽 하리리 국제공항,Beirut,베이루트,레바논,Lebanon,0
BEZ,Beru Island Airport,베루 섬 공항,Beru Island,베루섬,키리바시,Kiribati,0
BFC,BloomFieldAirport,블룸필드 공항,Bloomfield,블룸필드,오스트레일리아,Australia,0
BFD,Bradford Regional Airport,브래드퍼드 공항,Bradford,브래드포드,미국,United States,0
BFF,Western Nebraska Regional Airport,웨스턴 네브래스카 리저널 공항,Scottsbluff,스코츠블러프,미국,United States,0
BFH,Bacacheri Airport,바카체리 공항,Curitiba,쿠리티바,브라질,Brazil,0
BFI,Boeing FieldKing County International Airport,보잉 필드/킹 카운티 국제공항,Seattle,시애틀,미국,United States,0
BFJ,Bijie Feixiong Airport,비지에 페이슝 공항,Bijie,비제,중국,China,0
BFL,Meadows FieldAirport,메도우즈 필드 공항,Bakersfield,베이커스필드,미국,United States,0
BFM,Mobile Downtown Airport,모빌 다운타운 공항,Mobile,이동하는,미국,United States,0
BFN,Bloemfontein Airport,블룸폰테인 공항,Bloemfontein,블룸폰테인,남아프리카,South Africa,0
BFO,Buffalo Range Airport,버팔로 레인지 공항,Chiredzi,치레드지,짐바브웨,Zimbabwe,0
BFQ,BahIa Pina Airport,바이아피냐 공항,Puerto Pina,푸에르토 피나,파나마,Panama,0
BFS,Belfast International Airport,벨파스트 국제 공항,Belfast,벨파스트,영국,United Kingdom,0
BFT,Beaufort County Airport,보퍼트 카운티 공항,Beaufort County,보퍼트 카운티,미국,United States,0
BFU,Bengbu Airport,방부공항,Bengbu,방부,중국,China,0
BFV,Buriram Airport,부리람 공항,Buriram,부리람,태국,Thailand,0
BFX,Bafoussam Airport,바푸샴 공항,Bafoussam,바푸삼,카메룬,Cameroon,0
BGA,Palonegro International Airport,팔로 네그로 공항,Bucaramanga,부카라망가,콜롬비아,Colombia,0
BGC,Braganca Airport,브라간사 공항,Braganca,브라간카,포르투갈,Portugal,0
BGF,Bangui M'Poko International Airport,방기 음포코 국제공항,Bangui,방기,중앙아프리카공화국,Central African Republic,0
BGG,Bingl Airport,빙골 공항,Bingl,빙글,터키,Turkey,0
BGI,Grantley Adams International Airport,그랜틀리 아담스 국제공항,Bridgetown,브리지타운,바베이도스,Barbados,0
BGL,Baglung Airport,바그룽 공항,Baglung,바그룽,네팔,Nepal,0
BGM,Greater Binghamton Airport,그레이터 빙엄턴 공항,Binghamton,빙엄턴,미국,United States,0
BGN,Belaya Gora Airport,벨라야 고라 공항,Belaya Gora,벨라야 고라,러시아,Russia,0
BGO,Bergen Airport Flesland,플레스랜드 공항,Bergen,베르겐,노르웨이,Norway,0
BGR,Bangor International Airport,뱅거 국제공항,Bangor,뱅거,미국,United States,0
BGW,Baghdad International Airport,바그다드 국제 공항,Baghdad,바그다드,이라크,Iraq,0
BGX,Comandante Gustavo Kraemer Airport,코만단테 구스타보 크라이머 공항,Bage,베이지,브라질,Brazil,0
BGY,Il Caravaggio International Airport,일 카라바조 국제공항,Milan,밀라노,이탈리아,Italy,0
BHB,Hancock County Bar Harbor Airport,핸콕 카운티 바 하버 공항,Bar Harbor,바 하버,미국,United States,0
BHD,George Best Belfast City Airport,조지 베스트 벨파스트 시티 공항,Belfast,벨파스트,영국,United Kingdom,0
BHE,Woodbourne Airport,우드본 공항,Blenheim,황금빛 사과,뉴질랜드,New Zealand,0
BHG,Brus Laguna Airport,브루스 라구나 공항,Brus Laguna,브루스 라구나,온두라스,Honduras,0
BHH,Bisha Domestic Airport,비샤 국내선 공항,Bisha,비샤,사우디아라비아,Saudi Arabia,0
BHI,Comandante Espora Airport,코망단트 에스포라 공항,BahIa Blanca,바리아 블랑카,아르헨티나,Argentina,0
BHJ,Bhuj Airport,부지 공항,Bhuj,부지,인도,India,0
BHK,Bukhara International Airport,부하라 국제 공항,Bukhara,부하라,우즈베키스탄,Uzbekistan,0
BHM,Birmingham Shuttlesworth International Airport,버밍엄 셔틀스워스 국제공항,Birmingham,버밍엄,미국,United States,0
BHO,Raja Bhoj Airport,라자 보즈 공항,Bhopal,보팔,인도,India,0
BHP,Bhojpur Airport,보즈푸르 공항,Bhojpur,보즈푸르,네팔,Nepal,0
BHQ,Broken Hill Airport,브로큰 힐 공항,Broken Hill,브로큰힐,오스트레일리아,Australia,0
BHR,Bharatpur Airport,바랏푸르 공항,Bharatpur,바랏푸르,네팔,Nepal,0
BHS,Bathurst Airport,배서스트 공항,Bathurst,배서스트,오스트레일리아,Australia,0
BHU,Bhavnagar Airport,바브나가르 공항,Bhavnagar,바브나가르,인도,India,0
BHV,Bahawalpur Airport,바하왈푸르 공항,Bahawalpur,바하왈푸르,파키스탄,Pakistan,0
BHX,Birmingham Airport,버밍엄 공항,Birmingham,버밍엄,영국,United Kingdom,0
BHY,Beihai Fucheng Airport,베이하이 푸청 공항,Beihai,베이하이,중국,China,0
BIA,Bastia Poretta Airport,바스티아 포레타 공항,Bastia,바스티아,프랑스,France,0
BIB,Baidoa Airport,바이도아 공항,Baidoa,바이도아,소말리아,Somalia,0
BID,Block Island State Airport,블록 아일랜드 스테이트 공항,Block Island,블록아일랜드,미국,United States,0
BIF,Biggs Army Airfield,빅스 육군 비행장,El Paso,엘파소,미국,United States,0
BIH,Eastern Sierra Regional Airport,이스턴 시에라 공항,Bishop,주교,미국,United States,0
BII,Bikini Atoll Airport,비키니 아톨 공항,Bikini Atoll,비키니 환초,마샬 군도,Marshall Islands,0
BIK,Frans Kaisiepo Airport,프란스 카이시에포 공항,Biak,비악,인도네시아,Indonesia,0
BIL,Billings Logan International Airport,빌링스 로건 국제 공항,Billings,빌링스,미국,United States,0
BIM,South Bimini Airport,사우스 비미니 공항,Bimini,비미니,바하마,Bahamas,0
BIN,Bamyan Airport,바미얀 공항,Bamyan,바미안,아프가니스탄,Afghanistan,0
BIO,Bilbao Airport,빌바오 공항,Bilbao,빌바오,스페인,Spain,0
BIQ,Biarritz Pays Basque Airport,비아리츠 페이 바스크 공항,Biarritz,비아리츠,프랑스,France,0
BIR,Biratnagar Airport,비랏나가르 공항,Biratnagar,비라트나가르,네팔,Nepal,0
BIS,Bismarck Municipal Airport,비스마르크 공항,Bismarck,비스마르크,미국,United States,0
BIU,BIldudalur Airport,빌두달루르 공항,BIldudalur,BIldudalur,아이슬란드,Iceland,0
BJA,Soummam Abane Ramdane Airport,아바네 람데인 공항,Bejaia,베자이아,알제리,Algeria,0
BJB,Bojnord Airport,보이노르드 공항,Bojnord,보노르드,이란,Iran,0
BJC,Rocky Mountain Metropolitan Airport,록키 마운틴 메트로폴리탄 공항,Denver,덴버,미국,United States,0
BJF,Batsfjord Airport,보츠피오르 공항,Batsfjord,바츠피요르드,노르웨이,Norway,0
BJI,Bemidji Regional Airport,베미지 지역공항,Bemidji,베미지,미국,United States,0
BJL,Banjul International Airport,반줄 국제공항,Banjul,반줄,감비아,Gambia,0
BJM,Bujumbura International Airport,부줌부라 국제공항,Bujumbura,부줌부라,부룬디,Burundi,0
BJR,Bahir Dar Airport,바히르 다르 공항,Bahir Dar,바히르 다르,이디오피아,Ethiopia,0
BJT,Bentota River Airport,벤토타 리버 공항,Bentota,벤토타,스리랑카,Sri Lanka,0
BJU,Bajura Airport,바주라 공항,Bajura,바주라,네팔,Nepal,0
BJV,Milas Bodrum Airport,밀라스 보드룸 공항,Bodrum,보드룸,터키,Turkey,0
BJW,Bajawa Soa Airport,바자와 소아 공항,Bajawa,바자와,인도네시아,Indonesia,0
BJX,Del BajIo International Airport,델 바히오 국제공항,Leon,레온,멕시코,Mexico,0
BJZ,Badajoz Airport,바다호스 공항,Badajoz,바다호스,스페인,Spain,0
BKB,Nal Airport,날 공항,Bikaner,비카네르,인도,India,0
BKC,Buckland Airport,버클랜드 공항,Buckland,버클랜드,미국,United States,0
BKG,Branson Airport,브랜슨 공항,Branson,브랜슨,미국,United States,0
BKI,Kota Kinabalu International Airport,코타키나발루 국제공항,Kota Kinabalu,코타키나발루,말레이시아,Malaysia,0
BKK,Suvarnabhumi Airport,수완나품 공항,Bangkok,방콕,태국,Thailand,0
BKL,Cleveland Burke Lakefront Airport,클리블랜드 버크 레이크프론트 공항,Cleveland,클리블랜드,미국,United States,0
BKM,Bakelalan Airport,바켈랄란 공항,Bakelalan,바켈랄란,말레이시아,Malaysia,0
BKN,Balkanabat Airport,발카나바트 공항,Balkanabat,발카나바트,니제르,Niger,0
BKO,Bamako Senou International Airport,바마코 세누 국제공항,Bamako,바마코,말리,Mali,0
BKQ,Blackall Airport,블랙올 공항,Blackall,블랙올,오스트레일리아,Australia,0
BKS,Fatmawati Soekarno Airport,파트마와티 수카르노 공항,Bengkulu,벵쿨루,인도네시아,Indonesia,0
BKW,Raleigh County Memorial Airport,롤리 카운티 메모리얼 공항,Beckley,베클리,미국,United States,0
BKX,Brookings Regional Airport,브루킹스 공항,Brookings,브루킹스,미국,United States,0
BKY,Kavumu Airport,카부무 공항,Bukavu,부카부,콩고 민주공화국,"Congo, Democratic Republic of",0
BKZ,Bukoba Airport,부코바 공항,Bukoba,부코바,탄자니아,Tanzania,0
BLA,General Jose Antonio Anzoategui International Airport,제너럴 호세 안토니오 안조아테구이 국제공항,Barcelona,바르셀로나,베네수엘라,Venezuela,0
BLB,Panama PacIfico International Airport,파나마 파시피코 국제공항,Panama Pacifico,파나마 파시피코,파나마,Panama,0
BLD,Boulder City Municipal Airport,볼더 시티 시립공항,Boulder City,볼더 시티,미국,United States,0
BLE,Dala Airport,달라 공항,BorlAnge,볼앙게,스웨덴,Sweden,0
BLI,Bellingham International Airport,벨링햄 국제 공항,Bellingham,벨링햄,미국,United States,0
BLJ,Mostepha Ben Boulaid Airport,모스테파 벤 불레이드 공항,Batna,바트나,알제리,Algeria,0
BLK,Blackpool Airport,블랙풀 공항,Blackpool,블랙풀,영국,United Kingdom,0
BLL,Billund Airport,빌룬드 공항,Billund,빌룬트,덴마크,Denmark,0
BLQ,Bologna Guglielmo Marconi Airport,볼로냐 굴리엘모 마르코니 공항,Bologna,볼로냐,이탈리아,Italy,0
BLR,Kempegowda International Airport,켐페고다 국제 공항,Bangalore,방갈로르,인도,India,0
BLU,Blue Canyon Nyack Airport,블루 캐니언 나이액 공항,Emigrant Gap,이민자 격차,미국,United States,0
BLV,MidAmerica St. Louis Airport,미드아메리카 세인트루이스 공항,Belleville,벨빌,미국,United States,0
BLZ,Chileka International Airport,칠레카 국제 공항,Blantyre,블랜타이어,말라위,Malawi,0
BMA,Stockholm Bromma Airport,스톡홀름 브롬마 공항,Stockholm,스톡홀름,스웨덴,Sweden,0
BMB,Bumba Airport,붐바 공항,Bumba,붐바,콩고 민주공화국,"Congo, Democratic Republic of",0
BMD,Belo sur Tsiribihina Airport,벨로 수르 치리비히나 공항,Belo sur Tsiribihina,벨로 수르 티시리비히나,마다가스카르,Madagascar,0
BME,Broome International Airport,브룸 국제 공항,Broome,브룸,오스트레일리아,Australia,0
BMG,Monroe County Airport,먼로 카운티 공항,Bloomington,블루밍턴,미국,United States,0
BMI,Central Illinois Regional Airport,센트럴 일리노이 공항,Bloomington,블루밍턴,미국,United States,0
BMK,Borkum Airfield,보르쿰 비행장,Borkum,보르쿰,독일,Germany,0
BMO,Bhamo Airport,바모 공항,Bhamo,바모,미얀마,Myanmar,0
BMP,Brampton Island Airport,브램턴 아일랜드 공항,Brampton Island,브램턴 섬,오스트레일리아,Australia,0
BMU,Sultan Muhammad Salahudin Airport,술탄 무하마드 살라후딘 공항,Bima,비마,인도네시아,Indonesia,0
BMV,Buon Ma Thuot Airport,부온마투옷 공항,Buon Ma Thuot,부온마투옷,베트남,Vietnam,0
BMW,Bordj Mokhtar Airport,보르지 모크타르 공항,Bordj Badji Mokhtar,보르지 바디 모크타르,알제리,Algeria,0
BMY,Ile Art Waala Airport,일 아트 와알라 공항,Waala,와알라,뉴칼레도니아,New Caledonia,0
BNA,Nashville International Airport,내슈빌 국제 공항,Nashville,내슈빌,미국,United States,0
BNB,Boende Airport,보엔데 공항,Boende,보엔데,콩고 민주공화국,"Congo, Democratic Republic of",0
BNC,Beni Airport,베니 공항,Beni,베니,콩고 민주공화국,"Congo, Democratic Republic of",0
BND,Bandar Abbas International Airport,반다르아바스 국제공항,Bandar Abbas,반다르 압바스,이란,Iran,0
BNE,Brisbane Airport,브리즈번 공항,Brisbane,브리즈번,오스트레일리아,Australia,0
BNI,Benin Airport,베냉 공항,Benin City,베냉시티,나이지리아,Nigeria,0
BNK,Ballina Byron Gateway Airport,발리나 바이런 게이트웨이 공항,Ballina,발리나,오스트레일리아,Australia,0
BNN,Bronnoysund Airport Bronnoy,브로노이 공항,Bronnoysund,브로노이순드,노르웨이,Norway,0
BNS,Barinas Airport,바리나스 공항,Barinas,바리나스,베네수엘라,Venezuela,0
BNX,Banja Luka International Airport,바냐루카 국제공항,Banja Luka,바냐루카,보스니아 헤르체고비나,Bosnia and Herzegovina,0
BNY,Bellona/Anua Airport,벨로나/아누아 공항,Bellona Island,벨로나섬,솔로몬 제도,Solomon Islands,0
BOA,Boma Airport,보마 공항,Boma,보마,콩고 민주공화국,"Congo, Democratic Republic of",0
BOB,Bora Bora Airport,보라보라 공항,Bora Bora,보라보라,프랑스령 폴리네시아,French Polynesia,0
BOC,"Bocas del Toro ""Isla Colon"" International Airport","보카스 델 토로 ""이슬라 콜론"" 국제공항",Bocas Town,보카스 타운,파나마,Panama,0
BOD,Bordeaux Merignac Airport,보르도 메리냑 공항,Bordeaux,보르도,프랑스,France,0
BOG,El Dorado International Airport,엘도라도 국제 공항,Bogota,보고타,콜롬비아,Colombia,0
BOH,Bournemouth Airport,본머스 공항,Bournemouth,본머스,영국,United Kingdom,0
BOI,Boise Air Terminal ,보이시 에어터미널 ,Boise,보이시,미국,United States,0
BOJ,Burgas Airport,부르가스 공항,Burgas,부르가스,불가리아,Bulgaria,0
BOM,Chhatrapati Shivaji International Airport,차트라파티 시바지 국제공항,Mumbai,뭄바이,인도,India,0
BON,Flamingo International Airport,플라밍고 국제 공항,Kralendijk,크랄렌데이크,네덜란드령 카리브,Caribbean Netherlands,0
BOO,Bodo Airport,보되 공항,Bodo,보도,노르웨이,Norway,0
BOS,Logan International Airport,로건 국제 공항,Boston,보스턴,미국,United States,0
BOY,Bobo Dioulasso Airport,보보 디울라소 공항,Bobo-Dioulasso,보보-디울라소,부르키나 파소,Burkina Faso,0
BPC,Bamenda Airport,바멘다 공항,Bamenda,바멘다,카메룬,Cameroon,0
BPE,Qinhuangdao Beidaihe Airport,친황다오 베이다이허 공항,Qinhuangdao,친황다오,중국,China,0
BPF,Batuna Airport,바투나 공항,Batuna,바투나,솔로몬 제도,Solomon Islands,0
BPG,Barra do Garcas Airport,바라 두 가르사스 공항,Barra do Garcas,바라 두 가르카스,브라질,Brazil,0
BPL,Bole Alashankou Airport,볼레 알라샨커우 공항,Bole,교회 점토,중국,China,0
BPM,Begumpet Airport,베굼펫 공항,Hyderabad,하이데라바드,인도,India,0
BPN,Sultan Aji Muhammad Sulaiman Airport,술탄 아지 무하마드 술라이만 공항,Balikpapan,발릭파판,인도네시아,Indonesia,0
BPS,Porto Seguro Airport,포르토 세구로 공항,Porto Seguro,포르토 세구로,브라질,Brazil,0
BPT,Jack Brooks Regional Airport,잭 브룩스 공항,Beaumont,보몬트,미국,United States,0
BPX,Qamdo Bamda Airport,창두방다 공항,Qamdo,Qamdo,중국,China,0
BPY,Besalampy Airport,베살람피 공항,Besalampy,베살람피,마다가스카르,Madagascar,0
BQA,Dr. Juan C. Angara Airport,발러 공항,Baler,베일러,필리핀,Philippines,0
BQB,Busselton Margaret River Airport,버셀턴 마가렛 리버 공항,Busselton,버셀턴,오스트레일리아,Australia,0
BQG,Bogorodskoye Airport,보고로드스코예 공항,Bogorodskoye,보고로드스코예,러시아,Russia,0
BQH,London Biggin Hill Airport,런던 비긴힐 공항,London Biggin Hill,런던 비긴힐,영국,United Kingdom,0
BQJ,Batagay Airport,바타가이 공항,Batagay,바타가이,러시아,Russia,0
BQK,Brunswick Golden Isles Airport,브런즈윅 골든 아일즈 공항,Brunswick,브런즈윅,미국,United States,0
